period,stateid,stateDescription,fuelid,fuelDescription,co2-rate-lbs-mwh,co2-thousand-metric-tons,nox-rate-lbs-mwh,nox-short-tons,so2-rate-lbs-mwh,so2-short-tons,co2-rate-lbs-mwh-units,co2-thousand-metric-tons-units,nox-rate-lbs-mwh-units,nox-short-tons-units,so2-rate-lbs-mwh-units,so2-short-tons-units
2018,OH,Ohio,PET,Petroleum,,2718,,3204,,27836,pounds per megawatthour,thousand metric tons,pounds per megawatthour,short tons,pounds per megawatthour,short tons
2018,OH,Ohio,ALL,Total,1342,78051,1,66805,1.8,116311,pounds per megawatthour,thousand metric tons,pounds per megawatthour,short tons,pounds per megawatthour,short tons
2018,OK,Oklahoma,COL,Coal,,16322,,12863,,31871,pounds per megawatthour,thousand metric tons,pounds per megawatthour,short tons,pounds per megawatthour,short tons
2018,OK,Oklahoma,NG,Natural Gas,,18451,,12223,,100,pounds per megawatthour,thousand metric tons,pounds per megawatthour,short tons,pounds per megawatthour,short tons
2018,OK,Oklahoma,OTH,Other,,185,,1359,,3477,pounds per megawatthour,thousand metric tons,pounds per megawatthour,short tons,pounds per megawatthour,short tons
2018,OK,Oklahoma,PET,Petroleum,,14,,24,,23,pounds per megawatthour,thousand metric tons,pounds per megawatthour,short tons,pounds per megawatthour,short tons
2018,OK,Oklahoma,ALL,Total,883,34972,.6,26469,.8,35471,pounds per megawatthour,thousand metric tons,pounds per megawatthour,short tons,pounds per megawatthour,short tons
2018,OR,Oregon,COL,Coal,,1506,,1659,,2304,pounds per megawatthour,thousand metric tons,pounds per megawatthour,short tons,pounds per megawatthour,short tons
2018,OR,Oregon,NG,Natural Gas,,7219,,5014,,58,pounds per megawatthour,thousand metric tons,pounds per megawatthour,short tons,pounds per megawatthour,short tons
2018,OR,Oregon,OTH,Other,,71,,6344,,4292,pounds per megawatthour,thousand metric tons,pounds per megawatthour,short tons,pounds per megawatthour,short tons
2018,OR,Oregon,PET,Petroleum,,4,,1,,4,pounds per megawatthour,thousand metric tons,pounds per megawatthour,short tons,pounds per megawatthour,short tons
2018,OR,Oregon,ALL,Total,302,8800,.4,13018,.2,6658,pounds per megawatthour,thousand metric tons,pounds per megawatthour,short tons,pounds per megawatthour,short tons
2018,PA,Pennsylvania,COL,Coal,,43965,,28336,,68815,pounds per megawatthour,thousand metric tons,pounds per megawatthour,short tons,pounds per megawatthour,short tons
2018,PA,Pennsylvania,NG,Natural Gas,,31008,,8908,,149,pounds per megawatthour,thousand metric tons,pounds per megawatthour,short tons,pounds per megawatthour,short tons
2018,PA,Pennsylvania,OTH,Other,,1322,,13761,,4632,pounds per megawatthour,thousand metric tons,pounds per megawatthour,short tons,pounds per megawatthour,short tons
2018,PA,Pennsylvania,PET,Petroleum,,736,,1099,,384,pounds per megawatthour,thousand metric tons,pounds per megawatthour,short tons,pounds per megawatthour,short tons
2018,PA,Pennsylvania,ALL,Total,787,77031,.5,52104,.7,73980,pounds per megawatthour,thousand metric tons,pounds per megawatthour,short tons,pounds per megawatthour,short tons
2018,RI,Rhode Island,NG,Natural Gas,,3292,,1911,,10,pounds per megawatthour,thousand metric tons,pounds per megawatthour,short tons,pounds per megawatthour,short tons
2018,RI,Rhode Island,OTH,Other,,0,,150,,1,pounds per megawatthour,thousand metric tons,pounds per megawatthour,short tons,pounds per megawatthour,short tons
2018,RI,Rhode Island,PET,Petroleum,,56,,15,,57,pounds per megawatthour,thousand metric tons,pounds per megawatthour,short tons,pounds per megawatthour,short tons
2018,RI,Rhode Island,ALL,Total,879,3348,.5,2076,0,68,pounds per megawatthour,thousand metric tons,pounds per megawatthour,short tons,pounds per megawatthour,short tons
2018,SC,South Carolina,COL,Coal,,18703,,9819,,7440,pounds per megawatthour,thousand metric tons,pounds per megawatthour,short tons,pounds per megawatthour,short tons
2018,SC,South Carolina,NG,Natural Gas,,9739,,2396,,26,pounds per megawatthour,thousand metric tons,pounds per megawatthour,short tons,pounds per megawatthour,short tons
2018,SC,South Carolina,OTH,Other,,135,,4022,,12143,pounds per megawatthour,thousand metric tons,pounds per megawatthour,short tons,pounds per megawatthour,short tons
2018,SC,South Carolina,PET,Petroleum,,298,,544,,310,pounds per megawatthour,thousand metric tons,pounds per megawatthour,short tons,pounds per megawatthour,short tons
2018,SC,South Carolina,ALL,Total,639,28874,.3,16781,.4,19919,pounds per megawatthour,thousand metric tons,pounds per megawatthour,short tons,pounds per megawatthour,short tons
2018,SD,South Dakota,COL,Coal,,2391,,1051,,1002,pounds per megawatthour,thousand metric tons,pounds per megawatthour,short tons,pounds per megawatthour,short tons
2018,SD,South Dakota,NG,Natural Gas,,521,,332,,2,pounds per megawatthour,thousand metric tons,pounds per megawatthour,short tons,pounds per megawatthour,short tons
2018,SD,South Dakota,PET,Petroleum,,9,,50,,8,pounds per megawatthour,thousand metric tons,pounds per megawatthour,short tons,pounds per megawatthour,short tons
2018,SD,South Dakota,ALL,Total,509,2921,.2,1433,.2,1012,pounds per megawatthour,thousand metric tons,pounds per megawatthour,short tons,pounds per megawatthour,short tons
2018,TN,Tennessee,COL,Coal,,22373,,9239,,20362,pounds per megawatthour,thousand metric tons,pounds per megawatthour,short tons,pounds per megawatthour,short tons
2018,TN,Tennessee,NG,Natural Gas,,6791,,2630,,41,pounds per megawatthour,thousand metric tons,pounds per megawatthour,short tons,pounds per megawatthour,short tons
2018,TN,Tennessee,OTH,Other,,38,,1677,,8934,pounds per megawatthour,thousand metric tons,pounds per megawatthour,short tons,pounds per megawatthour,short tons
2018,TN,Tennessee,PET,Petroleum,,100,,69,,45,pounds per megawatthour,thousand metric tons,pounds per megawatthour,short tons,pounds per megawatthour,short tons
2018,TN,Tennessee,ALL,Total,790,29303,.3,13615,.7,29382,pounds per megawatthour,thousand metric tons,pounds per megawatthour,short tons,pounds per megawatthour,short tons
2018,TX,Texas,COL,Coal,,114210,,75371,,210294,pounds per megawatthour,thousand metric tons,pounds per megawatthour,short tons,pounds per megawatthour,short tons
2018,TX,Texas,NG,Natural Gas,,115357,,98592,,764,pounds per megawatthour,thousand metric tons,pounds per megawatthour,short tons,pounds per megawatthour,short tons
2018,TX,Texas,OTH,Other,,7,,12657,,11199,pounds per megawatthour,thousand metric tons,pounds per megawatthour,short tons,pounds per megawatthour,short tons
2018,TX,Texas,PET,Petroleum,,502,,1696,,1888,pounds per megawatthour,thousand metric tons,pounds per megawatthour,short tons,pounds per megawatthour,short tons
2018,TX,Texas,ALL,Total,1060,230076,.8,188316,.9,224145,pounds per megawatthour,thousand metric tons,pounds per megawatthour,short tons,pounds per megawatthour,short tons
2018,US,United States,COL,Coal,,1170198,,863587,,1325629,pounds per megawatthour,thousand metric tons,pounds per megawatthour,short tons,pounds per megawatthour,short tons
2018,US,United States,NG,Natural Gas,,660386,,435013,,4184,pounds per megawatthour,thousand metric tons,pounds per megawatthour,short tons,pounds per megawatthour,short tons
2018,US,United States,OTH,Other,,14497,,280245,,259998,pounds per megawatthour,thousand metric tons,pounds per megawatthour,short tons,pounds per megawatthour,short tons
2018,US,United States,PET,Petroleum,,27248,,45505,,82664,pounds per megawatthour,thousand metric tons,pounds per megawatthour,short tons,pounds per megawatthour,short tons
2018,US,United States,ALL,Total,985,1872330,.8,1624350,.8,1672475,pounds per megawatthour,thousand metric tons,pounds per megawatthour,short tons,pounds per megawatthour,short tons
2018,UT,Utah,COL,Coal,,24707,,30094,,9162,pounds per megawatthour,thousand metric tons,pounds per megawatthour,short tons,pounds per megawatthour,short tons
2018,UT,Utah,NG,Natural Gas,,3798,,2565,,21,pounds per megawatthour,thousand metric tons,pounds per megawatthour,short tons,pounds per megawatthour,short tons
2018,UT,Utah,OTH,Other,,12,,1179,,0,pounds per megawatthour,thousand metric tons,pounds per megawatthour,short tons,pounds per megawatthour,short tons
2018,UT,Utah,PET,Petroleum,,27,,27,,4,pounds per megawatthour,thousand metric tons,pounds per megawatthour,short tons,pounds per megawatthour,short tons
2018,UT,Utah,ALL,Total,1595,28544,1.7,33865,.5,9187,pounds per megawatthour,thousand metric tons,pounds per megawatthour,short tons,pounds per megawatthour,short tons
2018,VA,Virginia,COL,Coal,,10458,,10265,,9298,pounds per megawatthour,thousand metric tons,pounds per megawatthour,short tons,pounds per megawatthour,short tons
2018,VA,Virginia,NG,Natural Gas,,21352,,5858,,247,pounds per megawatthour,thousand metric tons,pounds per megawatthour,short tons,pounds per megawatthour,short tons
2018,VA,Virginia,OTH,Other,,861,,13613,,8604,pounds per megawatthour,thousand metric tons,pounds per megawatthour,short tons,pounds per megawatthour,short tons
2018,VA,Virginia,PET,Petroleum,,832,,1529,,1154,pounds per megawatthour,thousand metric tons,pounds per megawatthour,short tons,pounds per megawatthour,short tons
2018,VA,Virginia,ALL,Total,772,33504,.7,31265,.4,19303,pounds per megawatthour,thousand metric tons,pounds per megawatthour,short tons,pounds per megawatthour,short tons
2018,VT,Vermont,NG,Natural Gas,,5,,12,,0,pounds per megawatthour,thousand metric tons,pounds per megawatthour,short tons,pounds per megawatthour,short tons
2018,VT,Vermont,OTH,Other,,0,,488,,42,pounds per megawatthour,thousand metric tons,pounds per megawatthour,short tons,pounds per megawatthour,short tons
2018,VT,Vermont,PET,Petroleum,,5,,38,,11,pounds per megawatthour,thousand metric tons,pounds per megawatthour,short tons,pounds per megawatthour,short tons
2018,VT,Vermont,ALL,Total,10,10,.5,538,0,53,pounds per megawatthour,thousand metric tons,pounds per megawatthour,short tons,pounds per megawatthour,short tons
2018,WA,Washington,COL,Coal,,5709,,6422,,1736,pounds per megawatthour,thousand metric tons,pounds per megawatthour,short tons,pounds per megawatthour,short tons
2018,WA,Washington,NG,Natural Gas,,4781,,2968,,30,pounds per megawatthour,thousand metric tons,pounds per megawatthour,short tons,pounds per megawatthour,short tons
2018,WA,Washington,OTH,Other,,107,,6074,,9980,pounds per megawatthour,thousand metric tons,pounds per megawatthour,short tons,pounds per megawatthour,short tons
2018,WA,Washington,PET,Petroleum,,63,,112,,207,pounds per megawatthour,thousand metric tons,pounds per megawatthour,short tons,pounds per megawatthour,short tons
2018,WA,Washington,ALL,Total,201,10661,.3,15576,.2,11953,pounds per megawatthour,thousand metric tons,pounds per megawatthour,short tons,pounds per megawatthour,short tons
2018,WI,Wisconsin,COL,Coal,,33481,,15748,,20068,pounds per megawatthour,thousand metric tons,pounds per megawatthour,short tons,pounds per megawatthour,short tons
2018,WI,Wisconsin,NG,Natural Gas,,8066,,4250,,46,pounds per megawatthour,thousand metric tons,pounds per megawatthour,short tons,pounds per megawatthour,short tons
2018,WI,Wisconsin,OTH,Other,,40,,8788,,5272,pounds per megawatthour,thousand metric tons,pounds per megawatthour,short tons,pounds per megawatthour,short tons
2018,WI,Wisconsin,PET,Petroleum,,192,,169,,287,pounds per megawatthour,thousand metric tons,pounds per megawatthour,short tons,pounds per megawatthour,short tons
2018,WI,Wisconsin,ALL,Total,1394,41779,.9,28955,.8,25673,pounds per megawatthour,thousand metric tons,pounds per megawatthour,short tons,pounds per megawatthour,short tons
2018,WV,West Virginia,COL,Coal,,59098,,40116,,45771,pounds per megawatthour,thousand metric tons,pounds per megawatthour,short tons,pounds per megawatthour,short tons
2018,WV,West Virginia,NG,Natural Gas,,983,,673,,4,pounds per megawatthour,thousand metric tons,pounds per megawatthour,short tons,pounds per megawatthour,short tons
2018,WV,West Virginia,OTH,Other,,0,,40,,0,pounds per megawatthour,thousand metric tons,pounds per megawatthour,short tons,pounds per megawatthour,short tons
2018,WV,West Virginia,PET,Petroleum,,122,,45,,8,pounds per megawatthour,thousand metric tons,pounds per megawatthour,short tons,pounds per megawatthour,short tons
2018,WV,West Virginia,ALL,Total,1970,60203,1.2,40874,1.4,45783,pounds per megawatthour,thousand metric tons,pounds per megawatthour,short tons,pounds per megawatthour,short tons
2018,WY,Wyoming,COL,Coal,,43097,,35059,,31221,pounds per megawatthour,thousand metric tons,pounds per megawatthour,short tons,pounds per megawatthour,short tons
2018,WY,Wyoming,NG,Natural Gas,,885,,2220,,4,pounds per megawatthour,thousand metric tons,pounds per megawatthour,short tons,pounds per megawatthour,short tons
2018,WY,Wyoming,OTH,Other,,0,,3520,,8,pounds per megawatthour,thousand metric tons,pounds per megawatthour,short tons,pounds per megawatthour,short tons
2018,NV,Nevada,COL,Coal,,2710,,2812,,3283,pounds per megawatthour,thousand metric tons,pounds per megawatthour,short tons,pounds per megawatthour,short tons
2018,NV,Nevada,NG,Natural Gas,,11194,,8036,,62,pounds per megawatthour,thousand metric tons,pounds per megawatthour,short tons,pounds per megawatthour,short tons
2018,NV,Nevada,OTH,Other,,91,,388,,0,pounds per megawatthour,thousand metric tons,pounds per megawatthour,short tons,pounds per megawatthour,short tons
2018,NV,Nevada,PET,Petroleum,,9,,5,,7,pounds per megawatthour,thousand metric tons,pounds per megawatthour,short tons,pounds per megawatthour,short tons
2018,NV,Nevada,ALL,Total,777,14005,.6,11241,.2,3352,pounds per megawatthour,thousand metric tons,pounds per megawatthour,short tons,pounds per megawatthour,short tons
2018,NY,New York,COL,Coal,,683,,612,,2903,pounds per megawatthour,thousand metric tons,pounds per megawatthour,short tons,pounds per megawatthour,short tons
2018,NY,New York,NG,Natural Gas,,24235,,14181,,98,pounds per megawatthour,thousand metric tons,pounds per megawatthour,short tons,pounds per megawatthour,short tons
2018,NY,New York,OTH,Other,,1669,,15273,,5907,pounds per megawatthour,thousand metric tons,pounds per megawatthour,short tons,pounds per megawatthour,short tons
2018,NY,New York,PET,Petroleum,,1349,,1832,,2945,pounds per megawatthour,thousand metric tons,pounds per megawatthour,short tons,pounds per megawatthour,short tons
2018,WY,Wyoming,PET,Petroleum,,32,,21,,12,pounds per megawatthour,thousand metric tons,pounds per megawatthour,short tons,pounds per megawatthour,short tons
2018,WY,Wyoming,ALL,Total,2100,44014,1.8,40820,1.4,31245,pounds per megawatthour,thousand metric tons,pounds per megawatthour,short tons,pounds per megawatthour,short tons
2019,AL,Alabama,PET,Petroleum,,33,,47,,53,pounds per megawatthour,thousand metric tons,pounds per megawatthour,short tons,pounds per megawatthour,short tons
2019,AL,Alabama,ALL,Total,784,50842,.4,28482,.5,34818,pounds per megawatthour,thousand metric tons,pounds per megawatthour,short tons,pounds per megawatthour,short tons
2019,GA,Georgia,ALL,Total,873,51074,.7,43647,.8,52841,pounds per megawatthour,thousand metric tons,pounds per megawatthour,short tons,pounds per megawatthour,short tons
2019,HI,Hawaii,COL,Coal,,1377,,985,,326,pounds per megawatthour,thousand metric tons,pounds per megawatthour,short tons,pounds per megawatthour,short tons
2019,HI,Hawaii,OTH,Other,,326,,1731,,767,pounds per megawatthour,thousand metric tons,pounds per megawatthour,short tons,pounds per megawatthour,short tons
2019,HI,Hawaii,PET,Petroleum,,5634,,15940,,18454,pounds per megawatthour,thousand metric tons,pounds per megawatthour,short tons,pounds per megawatthour,short tons
2019,HI,Hawaii,ALL,Total,1656,7337,3.8,18656,4,19547,pounds per megawatthour,thousand metric tons,pounds per megawatthour,short tons,pounds per megawatthour,short tons
2019,IA,Iowa,COL,Coal,,25102,,21311,,28239,pounds per megawatthour,thousand metric tons,pounds per megawatthour,short tons,pounds per megawatthour,short tons
2019,IA,Iowa,NG,Natural Gas,,3632,,3054,,19,pounds per megawatthour,thousand metric tons,pounds per megawatthour,short tons,pounds per megawatthour,short tons
2019,IA,Iowa,OTH,Other,,0,,2060,,13,pounds per megawatthour,thousand metric tons,pounds per megawatthour,short tons,pounds per megawatthour,short tons
2019,IA,Iowa,PET,Petroleum,,315,,387,,1175,pounds per megawatthour,thousand metric tons,pounds per megawatthour,short tons,pounds per megawatthour,short tons
