period,stateid,stateDescription,fuelid,fuelDescription,co2-rate-lbs-mwh,co2-thousand-metric-tons,nox-rate-lbs-mwh,nox-short-tons,so2-rate-lbs-mwh,so2-short-tons,co2-rate-lbs-mwh-units,co2-thousand-metric-tons-units,nox-rate-lbs-mwh-units,nox-short-tons-units,so2-rate-lbs-mwh-units,so2-short-tons-units
2014,WA,Washington,PET,Petroleum,,76,,121,,192,pounds per megawatthour,thousand metric tons,pounds per megawatthour,short tons,pounds per megawatthour,short tons
2014,WA,Washington,ALL,Total,236,12484,.3,16864,.2,13713,pounds per megawatthour,thousand metric tons,pounds per megawatthour,short tons,pounds per megawatthour,short tons
2014,WI,Wisconsin,COL,Coal,,39258,,26998,,69644,pounds per megawatthour,thousand metric tons,pounds per megawatthour,short tons,pounds per megawatthour,short tons
2014,WI,Wisconsin,NG,Natural Gas,,3877,,2309,,20,pounds per megawatthour,thousand metric tons,pounds per megawatthour,short tons,pounds per megawatthour,short tons
2014,WI,Wisconsin,OTH,Other,,46,,9148,,5948,pounds per megawatthour,thousand metric tons,pounds per megawatthour,short tons,pounds per megawatthour,short tons
2014,WI,Wisconsin,PET,Petroleum,,579,,1064,,5626,pounds per megawatthour,thousand metric tons,pounds per megawatthour,short tons,pounds per megawatthour,short tons
2014,WI,Wisconsin,ALL,Total,1577,43760,1.3,39519,2.7,81238,pounds per megawatthour,thousand metric tons,pounds per megawatthour,short tons,pounds per megawatthour,short tons
2014,WV,West Virginia,COL,Coal,,73115,,72567,,102380,pounds per megawatthour,thousand metric tons,pounds per megawatthour,short tons,pounds per megawatthour,short tons
2014,WV,West Virginia,NG,Natural Gas,,371,,194,,1,pounds per megawatthour,thousand metric tons,pounds per megawatthour,short tons,pounds per megawatthour,short tons
2014,WV,West Virginia,OTH,Other,,0,,193,,1,pounds per megawatthour,thousand metric tons,pounds per megawatthour,short tons,pounds per megawatthour,short tons
2014,WV,West Virginia,PET,Petroleum,,120,,41,,23,pounds per megawatthour,thousand metric tons,pounds per megawatthour,short tons,pounds per megawatthour,short tons
2014,WV,West Virginia,ALL,Total,1998,73606,1.8,72995,2.5,102405,pounds per megawatthour,thousand metric tons,pounds per megawatthour,short tons,pounds per megawatthour,short tons
2014,WY,Wyoming,COL,Coal,,46714,,45099,,45629,pounds per megawatthour,thousand metric tons,pounds per megawatthour,short tons,pounds per megawatthour,short tons
2014,WY,Wyoming,NG,Natural Gas,,565,,1631,,2,pounds per megawatthour,thousand metric tons,pounds per megawatthour,short tons,pounds per megawatthour,short tons
2014,WY,Wyoming,OTH,Other,,0,,2797,,7,pounds per megawatthour,thousand metric tons,pounds per megawatthour,short tons,pounds per megawatthour,short tons
2014,WY,Wyoming,PET,Petroleum,,57,,49,,66,pounds per megawatthour,thousand metric tons,pounds per megawatthour,short tons,pounds per megawatthour,short tons
2014,WY,Wyoming,ALL,Total,2096,47337,2,49576,1.8,45704,pounds per megawatthour,thousand metric tons,pounds per megawatthour,short tons,pounds per megawatthour,short tons
2014,MI,Michigan,PET,Petroleum,,1701,,1929,,8809,pounds per megawatthour,thousand metric tons,pounds per megawatthour,short tons,pounds per megawatthour,short tons
2014,MI,Michigan,ALL,Total,1324,64264,1.4,77156,3.2,173519,pounds per megawatthour,thousand metric tons,pounds per megawatthour,short tons,pounds per megawatthour,short tons
2014,MN,Minnesota,COL,Coal,,30053,,29242,,34022,pounds per megawatthour,thousand metric tons,pounds per megawatthour,short tons,pounds per megawatthour,short tons
2014,MN,Minnesota,NG,Natural Gas,,2006,,2137,,6,pounds per megawatthour,thousand metric tons,pounds per megawatthour,short tons,pounds per megawatthour,short tons
2014,MN,Minnesota,OTH,Other,,546,,6566,,5180,pounds per megawatthour,thousand metric tons,pounds per megawatthour,short tons,pounds per megawatthour,short tons
2014,MN,Minnesota,PET,Petroleum,,73,,240,,63,pounds per megawatthour,thousand metric tons,pounds per megawatthour,short tons,pounds per megawatthour,short tons
2014,MN,Minnesota,ALL,Total,1261,32677,1.3,38185,1.4,39271,pounds per megawatthour,thousand metric tons,pounds per megawatthour,short tons,pounds per megawatthour,short tons
2014,MO,Missouri,COL,Coal,,73656,,74987,,149428,pounds per megawatthour,thousand metric tons,pounds per megawatthour,short tons,pounds per megawatthour,short tons
2014,MO,Missouri,NG,Natural Gas,,1960,,1555,,6,pounds per megawatthour,thousand metric tons,pounds per megawatthour,short tons,pounds per megawatthour,short tons
2014,MO,Missouri,OTH,Other,,27,,999,,294,pounds per megawatthour,thousand metric tons,pounds per megawatthour,short tons,pounds per megawatthour,short tons
2014,MO,Missouri,PET,Petroleum,,93,,180,,115,pounds per megawatthour,thousand metric tons,pounds per megawatthour,short tons,pounds per megawatthour,short tons
2014,MO,Missouri,ALL,Total,1897,75735,1.8,77721,3.4,149843,pounds per megawatthour,thousand metric tons,pounds per megawatthour,short tons,pounds per megawatthour,short tons
2014,MS,Mississippi,COL,Coal,,10807,,14384,,90621,pounds per megawatthour,thousand metric tons,pounds per megawatthour,short tons,pounds per megawatthour,short tons
2014,MS,Mississippi,NG,Natural Gas,,13198,,6633,,80,pounds per megawatthour,thousand metric tons,pounds per megawatthour,short tons,pounds per megawatthour,short tons
2014,MS,Mississippi,OTH,Other,,17,,2947,,10373,pounds per megawatthour,thousand metric tons,pounds per megawatthour,short tons,pounds per megawatthour,short tons
2014,MS,Mississippi,PET,Petroleum,,15,,31,,21,pounds per megawatthour,thousand metric tons,pounds per megawatthour,short tons,pounds per megawatthour,short tons
2014,MS,Mississippi,ALL,Total,959,24037,.9,23995,3.7,101095,pounds per megawatthour,thousand metric tons,pounds per megawatthour,short tons,pounds per megawatthour,short tons
2014,MT,Montana,COL,Coal,,16617,,19125,,14254,pounds per megawatthour,thousand metric tons,pounds per megawatthour,short tons,pounds per megawatthour,short tons
2014,MT,Montana,NG,Natural Gas,,322,,640,,0,pounds per megawatthour,thousand metric tons,pounds per megawatthour,short tons,pounds per megawatthour,short tons
2014,MT,Montana,OTH,Other,,0,,152,,7,pounds per megawatthour,thousand metric tons,pounds per megawatthour,short tons,pounds per megawatthour,short tons
2014,MT,Montana,PET,Petroleum,,739,,621,,165,pounds per megawatthour,thousand metric tons,pounds per megawatthour,short tons,pounds per megawatthour,short tons
2014,MT,Montana,ALL,Total,1285,17678,1.4,20538,1,14426,pounds per megawatthour,thousand metric tons,pounds per megawatthour,short tons,pounds per megawatthour,short tons
2014,NC,North Carolina,COL,Coal,,46327,,38051,,43936,pounds per megawatthour,thousand metric tons,pounds per megawatthour,short tons,pounds per megawatthour,short tons
2014,NC,North Carolina,NG,Natural Gas,,11359,,10901,,45,pounds per megawatthour,thousand metric tons,pounds per megawatthour,short tons,pounds per megawatthour,short tons
2014,NC,North Carolina,OTH,Other,,466,,10021,,19346,pounds per megawatthour,thousand metric tons,pounds per megawatthour,short tons,pounds per megawatthour,short tons
2014,NC,North Carolina,PET,Petroleum,,425,,1715,,820,pounds per megawatthour,thousand metric tons,pounds per megawatthour,short tons,pounds per megawatthour,short tons
2014,NC,North Carolina,ALL,Total,1006,58578,.9,60688,1,64147,pounds per megawatthour,thousand metric tons,pounds per megawatthour,short tons,pounds per megawatthour,short tons
2014,ND,North Dakota,COL,Coal,,30212,,48230,,52698,pounds per megawatthour,thousand metric tons,pounds per megawatthour,short tons,pounds per megawatthour,short tons
2014,ND,North Dakota,NG,Natural Gas,,183,,212,,0,pounds per megawatthour,thousand metric tons,pounds per megawatthour,short tons,pounds per megawatthour,short tons
2014,ND,North Dakota,OTH,Other,,0,,230,,4,pounds per megawatthour,thousand metric tons,pounds per megawatthour,short tons,pounds per megawatthour,short tons
2014,ND,North Dakota,PET,Petroleum,,24,,39,,14,pounds per megawatthour,thousand metric tons,pounds per megawatthour,short tons,pounds per megawatthour,short tons
2014,ND,North Dakota,ALL,Total,1835,30420,2.7,48711,2.9,52716,pounds per megawatthour,thousand metric tons,pounds per megawatthour,short tons,pounds per megawatthour,short tons
2014,NE,Nebraska,COL,Coal,,26075,,25605,,63940,pounds per megawatthour,thousand metric tons,pounds per megawatthour,short tons,pounds per megawatthour,short tons
2014,NE,Nebraska,NG,Natural Gas,,231,,208,,0,pounds per megawatthour,thousand metric tons,pounds per megawatthour,short tons,pounds per megawatthour,short tons
2014,NE,Nebraska,OTH,Other,,0,,1150,,0,pounds per megawatthour,thousand metric tons,pounds per megawatthour,short tons,pounds per megawatthour,short tons
2014,NE,Nebraska,PET,Petroleum,,42,,82,,54,pounds per megawatthour,thousand metric tons,pounds per megawatthour,short tons,pounds per megawatthour,short tons
2014,NE,Nebraska,ALL,Total,1470,26348,1.4,27045,3.2,63994,pounds per megawatthour,thousand metric tons,pounds per megawatthour,short tons,pounds per megawatthour,short tons
2014,NH,New Hampshire,COL,Coal,,1387,,1879,,2166,pounds per megawatthour,thousand metric tons,pounds per megawatthour,short tons,pounds per megawatthour,short tons
2014,NH,New Hampshire,NG,Natural Gas,,1739,,284,,8,pounds per megawatthour,thousand metric tons,pounds per megawatthour,short tons,pounds per megawatthour,short tons
2014,NH,New Hampshire,OTH,Other,,84,,1388,,345,pounds per megawatthour,thousand metric tons,pounds per megawatthour,short tons,pounds per megawatthour,short tons
2014,NH,New Hampshire,PET,Petroleum,,247,,335,,588,pounds per megawatthour,thousand metric tons,pounds per megawatthour,short tons,pounds per megawatthour,short tons
2014,NH,New Hampshire,ALL,Total,389,3458,.4,3886,.3,3107,pounds per megawatthour,thousand metric tons,pounds per megawatthour,short tons,pounds per megawatthour,short tons
2014,NJ,New Jersey,COL,Coal,,2868,,2400,,2395,pounds per megawatthour,thousand metric tons,pounds per megawatthour,short tons,pounds per megawatthour,short tons
2014,NJ,New Jersey,NG,Natural Gas,,14225,,6079,,30,pounds per megawatthour,thousand metric tons,pounds per megawatthour,short tons,pounds per megawatthour,short tons
2014,NJ,New Jersey,OTH,Other,,899,,6355,,219,pounds per megawatthour,thousand metric tons,pounds per megawatthour,short tons,pounds per megawatthour,short tons
2014,NJ,New Jersey,PET,Petroleum,,372,,520,,723,pounds per megawatthour,thousand metric tons,pounds per megawatthour,short tons,pounds per megawatthour,short tons
2014,NJ,New Jersey,ALL,Total,594,18364,.5,15354,.1,3367,pounds per megawatthour,thousand metric tons,pounds per megawatthour,short tons,pounds per megawatthour,short tons
2014,NM,New Mexico,COL,Coal,,20351,,41222,,12014,pounds per megawatthour,thousand metric tons,pounds per megawatthour,short tons,pounds per megawatthour,short tons
2014,NM,New Mexico,NG,Natural Gas,,4310,,4375,,42,pounds per megawatthour,thousand metric tons,pounds per megawatthour,short tons,pounds per megawatthour,short tons
2014,NM,New Mexico,OTH,Other,,0,,284,,0,pounds per megawatthour,thousand metric tons,pounds per megawatthour,short tons,pounds per megawatthour,short tons
2014,NM,New Mexico,PET,Petroleum,,51,,32,,7,pounds per megawatthour,thousand metric tons,pounds per megawatthour,short tons,pounds per megawatthour,short tons
2014,NM,New Mexico,ALL,Total,1683,24712,2.8,45913,.7,12063,pounds per megawatthour,thousand metric tons,pounds per megawatthour,short tons,pounds per megawatthour,short tons
2014,NV,Nevada,COL,Coal,,6833,,8332,,10164,pounds per megawatthour,thousand metric tons,pounds per megawatthour,short tons,pounds per megawatthour,short tons
2014,NV,Nevada,NG,Natural Gas,,9305,,7322,,48,pounds per megawatthour,thousand metric tons,pounds per megawatthour,short tons,pounds per megawatthour,short tons
2014,NV,Nevada,OTH,Other,,72,,323,,0,pounds per megawatthour,thousand metric tons,pounds per megawatthour,short tons,pounds per megawatthour,short tons
2014,NV,Nevada,PET,Petroleum,,12,,8,,13,pounds per megawatthour,thousand metric tons,pounds per megawatthour,short tons,pounds per megawatthour,short tons
2014,NV,Nevada,ALL,Total,991,16222,.9,15985,.6,10225,pounds per megawatthour,thousand metric tons,pounds per megawatthour,short tons,pounds per megawatthour,short tons
2014,NY,New York,COL,Coal,,5084,,7705,,21804,pounds per megawatthour,thousand metric tons,pounds per megawatthour,short tons,pounds per megawatthour,short tons
2014,NY,New York,NG,Natural Gas,,25569,,17269,,112,pounds per megawatthour,thousand metric tons,pounds per megawatthour,short tons,pounds per megawatthour,short tons
2014,NY,New York,OTH,Other,,1678,,16582,,5936,pounds per megawatthour,thousand metric tons,pounds per megawatthour,short tons,pounds per megawatthour,short tons
2014,NY,New York,PET,Petroleum,,1742,,2629,,4020,pounds per megawatthour,thousand metric tons,pounds per megawatthour,short tons,pounds per megawatthour,short tons
2014,NY,New York,ALL,Total,547,34072,.6,44185,.5,31872,pounds per megawatthour,thousand metric tons,pounds per megawatthour,short tons,pounds per megawatthour,short tons
2014,OH,Ohio,COL,Coal,,86571,,87637,,328298,pounds per megawatthour,thousand metric tons,pounds per megawatthour,short tons,pounds per megawatthour,short tons
2014,OH,Ohio,NG,Natural Gas,,9873,,2100,,51,pounds per megawatthour,thousand metric tons,pounds per megawatthour,short tons,pounds per megawatthour,short tons
2014,OH,Ohio,OTH,Other,,20,,12413,,2186,pounds per megawatthour,thousand metric tons,pounds per megawatthour,short tons,pounds per megawatthour,short tons
2014,OH,Ohio,PET,Petroleum,,2187,,3166,,24572,pounds per megawatthour,thousand metric tons,pounds per megawatthour,short tons,pounds per megawatthour,short tons
2014,OH,Ohio,ALL,Total,1614,98650,1.6,105316,5.3,355107,pounds per megawatthour,thousand metric tons,pounds per megawatthour,short tons,pounds per megawatthour,short tons
2014,OK,Oklahoma,COL,Coal,,32184,,32740,,74884,pounds per megawatthour,thousand metric tons,pounds per megawatthour,short tons,pounds per megawatthour,short tons
2014,OK,Oklahoma,NG,Natural Gas,,11734,,10647,,64,pounds per megawatthour,thousand metric tons,pounds per megawatthour,short tons,pounds per megawatthour,short tons
2014,OK,Oklahoma,OTH,Other,,134,,1297,,3592,pounds per megawatthour,thousand metric tons,pounds per megawatthour,short tons,pounds per megawatthour,short tons
2014,OK,Oklahoma,PET,Petroleum,,10,,21,,17,pounds per megawatthour,thousand metric tons,pounds per megawatthour,short tons,pounds per megawatthour,short tons
2014,OK,Oklahoma,ALL,Total,1382,44063,1.3,44705,2.2,78557,pounds per megawatthour,thousand metric tons,pounds per megawatthour,short tons,pounds per megawatthour,short tons
2014,OR,Oregon,COL,Coal,,3082,,3347,,7425,pounds per megawatthour,thousand metric tons,pounds per megawatthour,short tons,pounds per megawatthour,short tons
2014,OR,Oregon,NG,Natural Gas,,5206,,3134,,43,pounds per megawatthour,thousand metric tons,pounds per megawatthour,short tons,pounds per megawatthour,short tons
2014,OR,Oregon,OTH,Other,,75,,6249,,3249,pounds per megawatthour,thousand metric tons,pounds per megawatthour,short tons,pounds per megawatthour,short tons
2014,OR,Oregon,PET,Petroleum,,8,,5,,11,pounds per megawatthour,thousand metric tons,pounds per megawatthour,short tons,pounds per megawatthour,short tons
2014,OR,Oregon,ALL,Total,306,8370,.4,12735,.4,10728,pounds per megawatthour,thousand metric tons,pounds per megawatthour,short tons,pounds per megawatthour,short tons
2014,PA,Pennsylvania,COL,Coal,,77443,,119315,,280590,pounds per megawatthour,thousand metric tons,pounds per megawatthour,short tons,pounds per megawatthour,short tons
2014,PA,Pennsylvania,NG,Natural Gas,,22349,,6059,,117,pounds per megawatthour,thousand metric tons,pounds per megawatthour,short tons,pounds per megawatthour,short tons
2014,PA,Pennsylvania,OTH,Other,,1375,,14481,,3865,pounds per megawatthour,thousand metric tons,pounds per megawatthour,short tons,pounds per megawatthour,short tons
2014,PA,Pennsylvania,PET,Petroleum,,856,,1536,,13026,pounds per megawatthour,thousand metric tons,pounds per megawatthour,short tons,pounds per megawatthour,short tons
2014,PA,Pennsylvania,ALL,Total,1015,102022,1.3,141391,2.7,297598,pounds per megawatthour,thousand metric tons,pounds per megawatthour,short tons,pounds per megawatthour,short tons
2014,RI,Rhode Island,NG,Natural Gas,,2512,,604,,9,pounds per megawatthour,thousand metric tons,pounds per megawatthour,short tons,pounds per megawatthour,short tons
2014,RI,Rhode Island,OTH,Other,,0,,189,,1,pounds per megawatthour,thousand metric tons,pounds per megawatthour,short tons,pounds per megawatthour,short tons
2014,RI,Rhode Island,PET,Petroleum,,54,,234,,88,pounds per megawatthour,thousand metric tons,pounds per megawatthour,short tons,pounds per megawatthour,short tons
2014,RI,Rhode Island,ALL,Total,899,2566,.3,1027,0,98,pounds per megawatthour,thousand metric tons,pounds per megawatthour,short tons,pounds per megawatthour,short tons
2014,SC,South Carolina,COL,Coal,,27849,,14887,,30379,pounds per megawatthour,thousand metric tons,pounds per megawatthour,short tons,pounds per megawatthour,short tons
2014,SC,South Carolina,NG,Natural Gas,,4840,,1092,,40,pounds per megawatthour,thousand metric tons,pounds per megawatthour,short tons,pounds per megawatthour,short tons
2014,SC,South Carolina,OTH,Other,,153,,5140,,12875,pounds per megawatthour,thousand metric tons,pounds per megawatthour,short tons,pounds per megawatthour,short tons
2014,SC,South Carolina,PET,Petroleum,,241,,474,,364,pounds per megawatthour,thousand metric tons,pounds per megawatthour,short tons,pounds per megawatthour,short tons
2014,SC,South Carolina,ALL,Total,749,33083,.4,21593,.9,43658,pounds per megawatthour,thousand metric tons,pounds per megawatthour,short tons,pounds per megawatthour,short tons
2014,SD,South Dakota,COL,Coal,,2870,,10505,,13839,pounds per megawatthour,thousand metric tons,pounds per megawatthour,short tons,pounds per megawatthour,short tons
2014,SD,South Dakota,NG,Natural Gas,,213,,87,,1,pounds per megawatthour,thousand metric tons,pounds per megawatthour,short tons,pounds per megawatthour,short tons
2014,SD,South Dakota,PET,Petroleum,,10,,46,,12,pounds per megawatthour,thousand metric tons,pounds per megawatthour,short tons,pounds per megawatthour,short tons
2014,SD,South Dakota,ALL,Total,619,3093,1.9,10638,2.5,13852,pounds per megawatthour,thousand metric tons,pounds per megawatthour,short tons,pounds per megawatthour,short tons
2014,TN,Tennessee,COL,Coal,,38379,,21007,,80454,pounds per megawatthour,thousand metric tons,pounds per megawatthour,short tons,pounds per megawatthour,short tons
2014,TN,Tennessee,NG,Natural Gas,,2811,,1045,,4,pounds per megawatthour,thousand metric tons,pounds per megawatthour,short tons,pounds per megawatthour,short tons
2014,TN,Tennessee,OTH,Other,,57,,1721,,8802,pounds per megawatthour,thousand metric tons,pounds per megawatthour,short tons,pounds per megawatthour,short tons
2014,TN,Tennessee,PET,Petroleum,,157,,140,,99,pounds per megawatthour,thousand metric tons,pounds per megawatthour,short tons,pounds per megawatthour,short tons
2014,TN,Tennessee,ALL,Total,1146,41405,.6,23913,2.2,89359,pounds per megawatthour,thousand metric tons,pounds per megawatthour,short tons,pounds per megawatthour,short tons
2014,TX,Texas,COL,Coal,,151752,,96207,,334864,pounds per megawatthour,thousand metric tons,pounds per megawatthour,short tons,pounds per megawatthour,short tons
2014,TX,Texas,NG,Natural Gas,,101818,,89760,,729,pounds per megawatthour,thousand metric tons,pounds per megawatthour,short tons,pounds per megawatthour,short tons
2014,TX,Texas,OTH,Other,,0,,17204,,10633,pounds per megawatthour,thousand metric tons,pounds per megawatthour,short tons,pounds per megawatthour,short tons
2014,TX,Texas,PET,Petroleum,,918,,3065,,2974,pounds per megawatthour,thousand metric tons,pounds per megawatthour,short tons,pounds per megawatthour,short tons
2014,TX,Texas,ALL,Total,1279,254488,.9,206236,1.6,349200,pounds per megawatthour,thousand metric tons,pounds per megawatthour,short tons,pounds per megawatthour,short tons
2014,US,United States,COL,Coal,,1607178,,1564096,,3426844,pounds per megawatthour,thousand metric tons,pounds per megawatthour,short tons,pounds per megawatthour,short tons
2014,US,United States,NG,Natural Gas,,514110,,375809,,3043,pounds per megawatthour,thousand metric tons,pounds per megawatthour,short tons,pounds per megawatthour,short tons
2014,US,United States,OTH,Other,,14692,,312740,,263907,pounds per megawatthour,thousand metric tons,pounds per megawatthour,short tons,pounds per megawatthour,short tons
2014,US,United States,PET,Petroleum,,32304,,62608,,113642,pounds per megawatthour,thousand metric tons,pounds per megawatthour,short tons,pounds per megawatthour,short tons
2014,AR,Arkansas,PET,Petroleum,,32,,20,,48,pounds per megawatthour,thousand metric tons,pounds per megawatthour,short tons,pounds per megawatthour,short tons
2014,AR,Arkansas,ALL,Total,1332,37289,1.5,47048,2.9,89528,pounds per megawatthour,thousand metric tons,pounds per megawatthour,short tons,pounds per megawatthour,short tons
2014,AZ,Arizona,COL,Coal,,42325,,46128,,22489,pounds per megawatthour,thousand metric tons,pounds per megawatthour,short tons,pounds per megawatthour,short tons
2014,AZ,Arizona,NG,Natural Gas,,11315,,6001,,68,pounds per megawatthour,thousand metric tons,pounds per megawatthour,short tons,pounds per megawatthour,short tons
2014,AZ,Arizona,OTH,Other,,0,,1066,,27,pounds per megawatthour,thousand metric tons,pounds per megawatthour,short tons,pounds per megawatthour,short tons
2014,AZ,Arizona,PET,Petroleum,,45,,35,,8,pounds per megawatthour,thousand metric tons,pounds per megawatthour,short tons,pounds per megawatthour,short tons
2014,AZ,Arizona,ALL,Total,1052,53684,.9,53230,.4,22592,pounds per megawatthour,thousand metric tons,pounds per megawatthour,short tons,pounds per megawatthour,short tons
2014,CA,California,COL,Coal,,1931,,1080,,1261,pounds per megawatthour,thousand metric tons,pounds per megawatthour,short tons,pounds per megawatthour,short tons
2014,CA,California,NG,Natural Gas,,54852,,54943,,291,pounds per megawatthour,thousand metric tons,pounds per megawatthour,short tons,pounds per megawatthour,short tons
2014,CA,California,OTH,Other,,657,,24796,,1011,pounds per megawatthour,thousand metric tons,pounds per megawatthour,short tons,pounds per megawatthour,short tons
2014,CA,California,PET,Petroleum,,66,,626,,525,pounds per megawatthour,thousand metric tons,pounds per megawatthour,short tons,pounds per megawatthour,short tons
2014,CA,California,ALL,Total,636,57507,.8,81445,0,3088,pounds per megawatthour,thousand metric tons,pounds per megawatthour,short tons,pounds per megawatthour,short tons
2014,CO,Colorado,COL,Coal,,33027,,40119,,28407,pounds per megawatthour,thousand metric tons,pounds per megawatthour,short tons,pounds per megawatthour,short tons
2014,CO,Colorado,NG,Natural Gas,,5431,,3110,,27,pounds per megawatthour,thousand metric tons,pounds per megawatthour,short tons,pounds per megawatthour,short tons
2014,CO,Colorado,OTH,Other,,0,,1056,,6,pounds per megawatthour,thousand metric tons,pounds per megawatthour,short tons,pounds per megawatthour,short tons
2014,CO,Colorado,PET,Petroleum,,15,,41,,14,pounds per megawatthour,thousand metric tons,pounds per megawatthour,short tons,pounds per megawatthour,short tons
2014,CO,Colorado,ALL,Total,1572,38474,1.6,44326,1.1,28454,pounds per megawatthour,thousand metric tons,pounds per megawatthour,short tons,pounds per megawatthour,short tons
2014,CT,Connecticut,COL,Coal,,884,,586,,908,pounds per megawatthour,thousand metric tons,pounds per megawatthour,short tons,pounds per megawatthour,short tons
2014,CT,Connecticut,NG,Natural Gas,,6161,,3293,,26,pounds per megawatthour,thousand metric tons,pounds per megawatthour,short tons,pounds per megawatthour,short tons
2014,CT,Connecticut,OTH,Other,,967,,3620,,274,pounds per megawatthour,thousand metric tons,pounds per megawatthour,short tons,pounds per megawatthour,short tons
2014,CT,Connecticut,PET,Petroleum,,441,,889,,669,pounds per megawatthour,thousand metric tons,pounds per megawatthour,short tons,pounds per megawatthour,short tons
2014,CT,Connecticut,ALL,Total,552,8452,.5,8388,.1,1877,pounds per megawatthour,thousand metric tons,pounds per megawatthour,short tons,pounds per megawatthour,short tons
2014,DC,District of Columbia,NG,Natural Gas,,48,,147,,0,pounds per megawatthour,thousand metric tons,pounds per megawatthour,short tons,pounds per megawatthour,short tons
2014,DC,District of Columbia,ALL,Total,1575,48,4.3,147,0,0,pounds per megawatthour,thousand metric tons,pounds per megawatthour,short tons,pounds per megawatthour,short tons
2014,DE,Delaware,COL,Coal,,955,,323,,752,pounds per megawatthour,thousand metric tons,pounds per megawatthour,short tons,pounds per megawatthour,short tons
2014,DE,Delaware,NG,Natural Gas,,3189,,1313,,16,pounds per megawatthour,thousand metric tons,pounds per megawatthour,short tons,pounds per megawatthour,short tons
2014,DE,Delaware,OTH,Other,,0,,1078,,8,pounds per megawatthour,thousand metric tons,pounds per megawatthour,short tons,pounds per megawatthour,short tons
2014,DE,Delaware,PET,Petroleum,,132,,122,,48,pounds per megawatthour,thousand metric tons,pounds per megawatthour,short tons,pounds per megawatthour,short tons
2014,DE,Delaware,ALL,Total,1221,4276,.7,2836,.2,824,pounds per megawatthour,thousand metric tons,pounds per megawatthour,short tons,pounds per megawatthour,short tons
2014,FL,Florida,COL,Coal,,51308,,41740,,99878,pounds per megawatthour,thousand metric tons,pounds per megawatthour,short tons,pounds per megawatthour,short tons
2014,FL,Florida,NG,Natural Gas,,57600,,25719,,432,pounds per megawatthour,thousand metric tons,pounds per megawatthour,short tons,pounds per megawatthour,short tons
2014,FL,Florida,OTH,Other,,2312,,22325,,21818,pounds per megawatthour,thousand metric tons,pounds per megawatthour,short tons,pounds per megawatthour,short tons
2014,FL,Florida,PET,Petroleum,,1927,,911,,4473,pounds per megawatthour,thousand metric tons,pounds per megawatthour,short tons,pounds per megawatthour,short tons
2014,FL,Florida,ALL,Total,1082,113146,.8,90695,1.1,126601,pounds per megawatthour,thousand metric tons,pounds per megawatthour,short tons,pounds per megawatthour,short tons
2014,GA,Georgia,COL,Coal,,45251,,37017,,70128,pounds per megawatthour,thousand metric tons,pounds per megawatthour,short tons,pounds per megawatthour,short tons
2014,GA,Georgia,NG,Natural Gas,,16430,,4357,,86,pounds per megawatthour,thousand metric tons,pounds per megawatthour,short tons,pounds per megawatthour,short tons
2014,GA,Georgia,OTH,Other,,159,,15847,,34258,pounds per megawatthour,thousand metric tons,pounds per megawatthour,short tons,pounds per megawatthour,short tons
2014,GA,Georgia,PET,Petroleum,,676,,1118,,2895,pounds per megawatthour,thousand metric tons,pounds per megawatthour,short tons,pounds per megawatthour,short tons
2014,GA,Georgia,ALL,Total,1093,62516,.9,58339,1.7,107367,pounds per megawatthour,thousand metric tons,pounds per megawatthour,short tons,pounds per megawatthour,short tons
2014,HI,Hawaii,COL,Coal,,1609,,1425,,792,pounds per megawatthour,thousand metric tons,pounds per megawatthour,short tons,pounds per megawatthour,short tons
2014,HI,Hawaii,OTH,Other,,279,,1422,,403,pounds per megawatthour,thousand metric tons,pounds per megawatthour,short tons,pounds per megawatthour,short tons
2014,HI,Hawaii,PET,Petroleum,,5560,,17113,,17461,pounds per megawatthour,thousand metric tons,pounds per megawatthour,short tons,pounds per megawatthour,short tons
2014,HI,Hawaii,ALL,Total,1606,7448,3.9,19960,3.7,18656,pounds per megawatthour,thousand metric tons,pounds per megawatthour,short tons,pounds per megawatthour,short tons
2014,IA,Iowa,COL,Coal,,38151,,37295,,73195,pounds per megawatthour,thousand metric tons,pounds per megawatthour,short tons,pounds per megawatthour,short tons
2014,IA,Iowa,NG,Natural Gas,,712,,779,,11,pounds per megawatthour,thousand metric tons,pounds per megawatthour,short tons,pounds per megawatthour,short tons
2014,IA,Iowa,OTH,Other,,0,,2160,,9,pounds per megawatthour,thousand metric tons,pounds per megawatthour,short tons,pounds per megawatthour,short tons
2014,IA,Iowa,PET,Petroleum,,449,,1698,,2355,pounds per megawatthour,thousand metric tons,pounds per megawatthour,short tons,pounds per megawatthour,short tons
2014,IA,Iowa,ALL,Total,1521,39312,1.5,41932,2.7,75570,pounds per megawatthour,thousand metric tons,pounds per megawatthour,short tons,pounds per megawatthour,short tons
2014,ID,Idaho,COL,Coal,,421,,1190,,2094,pounds per megawatthour,thousand metric tons,pounds per megawatthour,short tons,pounds per megawatthour,short tons
2014,AK,Alaska,COL,Coal,,1298,,2861,,2678,pounds per megawatthour,thousand metric tons,pounds per megawatthour,short tons,pounds per megawatthour,short tons
2014,AK,Alaska,NG,Natural Gas,,1744,,5174,,8,pounds per megawatthour,thousand metric tons,pounds per megawatthour,short tons,pounds per megawatthour,short tons
